37,2,167.64000000000001,77.11064
28,1,155.7528,86.18248
26,2,167.64000000000001,63.50288
47,1,173.73600000000002,70.30676
44,2,158.496,54.431039999999996
19,1,173.73600000000002,56.699
15,1,167.64000000000001,55.338224
38,1,185.928,102.0582
42,2,155.44799999999998,92.98636
15,2,173.73600000000002,54.431039999999996
31,1,176.784,102.0582
38,2,164.592,95.25431999999999
63,1,185.928,113.398
58,2,161.54399999999998,81.64656
68,2,161.54399999999998,74.84268
26,1,179.83200000000002,68.0388
65,1,176.784,87.996848
64,2,164.592,68.0388
16,1,182.88,81.64656
27,1,170.688,74.84268
58,1,185.928,86.18248
54,2,155.44799999999998,68.0388
35,2,164.592,77.11064
39,1,185.928,104.32616
38,2,179.83200000000002,81.64656
12,1,176.784,53.523856
9,2,164.592,40.82328
55,1,155.44799999999998,104.32616
45,2,161.54399999999998,52.16308
71,1,192.024,108.86207999999999
67,2,170.688,102.0582
20,2,155.44799999999998,81.64656
47,1,155.44799999999998,92.98636
17,2,161.54399999999998,68.0388
44,2,164.592,61.688512
19,2,170.688,58.059776
14,1,161.54399999999998,46.266384
57,1,182.88,92.98636
57,2,173.73600000000002,49.89512
81,1,155.7528,122.46984
48,1,179.83200000000002,113.398
49,2,155.44799999999998,90.7184
20,2,176.784,81.64656
45,1,179.83200000000002,86.18248
50,2,164.592,81.64656
18,2,167.64000000000001,79.3786
18,2,155.44799999999998,49.89512
56,1,155.44799999999998,86.18248
56,2,170.688,54.431039999999996
22,2,176.784,56.699
54,2,164.592,68.0388
45,2,170.688,65.77083999999999
51,1,188.976,95.25431999999999
68,1,185.928,97.52228
55,2,161.54399999999998,79.3786
57,2,176.784,113.398
53,1,182.88,154.22128
50,2,161.54399999999998,82.553744
58,1,188.976,83.91452
47,2,158.496,52.616672
47,1,176.784,78.017824
18,1,179.83200000000002,58.059776
13,2,125.27280000000002,39.462504
10,2,149.352,33.565808
6,1,124.96799999999999,19.050864
21,2,161.54399999999998,52.16308
49,2,155.44799999999998,56.699
20,1,192.024,74.84268
59,1,155.7528,81.64656
17,2,167.64000000000001,56.699
43,2,176.784,72.57472
46,1,176.784,81.64656
16,2,176.784,68.0388
37,1,188.976,113.398
34,2,164.592,81.192968
16,1,164.592,64.863656
